TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE
TR230,A104,"Perform full trademark clearance search for {NAME_PLACEHOLDER} Cloud covering downloadable software for data analytics and analyze likelihood of confusion. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR599,A106,Complete IP prosecution work associated with task TR599 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
PA560,A111,Prepare validation filing package for issued regional patent and coordinate required translations and forms. Perform other related services as required by the matter. Also prepare client update email and confirm filing instructions before submission.,Paralegal,Y,N
PA210,A102,Perform patentability prior art search and analyze references relevant to the disclosed autonomous driving module. Conduct targeted legal and factual research to support the task.,Associate,N,N
PA120,A101,"Develop prosecution strategy and timeline, including claim or goods/services positioning for filing. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA299,A106,Complete IP prosecution work associated with task PA299 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
PA250,A105,Set up publication watch alerts and review newly published applications for potential conflicts. Coordinate with internal legal team members and paralegals on execution.,Associate,N,N
PA340,A111,"Prepare plant patent application materials, including deposit documentation and drawings, for AU filing. Perform other related services as required by the matter. Also prepare client update email and confirm filing instructions before submission.",Associate,Y,N
PA499,A112,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Bill travel time associated with in-person meeting, interview, or hearing.",Associate,N,N
TR410,A110,"Prepare and file affidavits, petitions, extensions, declarations, or change of correspondence for prosecution record. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
TR620,A103,"Draft preliminary amendment updating claims or application details prior to substantive examination. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
TR499,A104,"Complete IP prosecution work associated with task TR499 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA340,A103,"Prepare plant patent application materials, including deposit documentation and drawings, for US filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA640,A103,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA499,A101,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Plan work, outline next steps, and coordinate internal timelines.",Associate,N,N
PA430,A112,"Review patent office action, draft response arguments and claim amendments, and file response with the office. Bill travel time associated with in-person meeting, interview, or hearing.",Partner,N,N
PA299,A102,Complete IP prosecution work associated with task PA299 and document outcomes for the client. Conduct targeted legal and factual research to support the task.,Paralegal,N,N
PA330,A103,"Prepare design patent application, including figures coordination and design claim language for GB filing. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA730,A106,Draft assignment documents and record ownership changes with the relevant intellectual property office. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
TR440,A108,"Prepare appeal or opposition materials, including briefs and evidentiary exhibits, for administrative tribunal proceeding. Communicate with the IP office, foreign agents, or other external parties.",Associate,N,N
TR410,A106,"Prepare and file affidavits, petitions, extensions, declarations, or change of correspondence for prosecution record. Communicate with client and inventors to confirm instructions and approvals.",Paralegal,N,N
TR220,A106,Run preliminary trademark registerability search for {NAME_PLACEHOLDER} One and assess obvious conflicts and refusals. Communicate with client and inventors to confirm instructions and approvals.,Paralegal,N,N
