TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,Blockbilling
L400,A112,Analyze document production for key facts re trial preparation,Associate,N
L200,A110,Mentor Associate on brief structure re settlement framework,Partner,N
L140,A101,Prepare for settlement conference re case budget,Partner,N
L400,A112,Review trial exhibit list re case budget,Partner,N
L240,A104,Prepare proof of service re mediation planning,Paralegal,N
L300,A110,Assemble exhibit binders re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L400,A105,Prepare jury instructions research re trial preparation,Associate,N
L400,A113,Bates label and organize document set re trial preparation,Paralegal,N
L300,A110,Approve deposition strategy re compliance with local rules,Partner,N
L430,A102,Meet and confer with opposing counsel re scheduling and deadlines with {NAME_PLACEHOLDER},Associate,N
L400,A111,Prepare hearing binder and exhibits re mediation planning,Associate,N
L300,A107,Manage document vendor instructions re discovery issues,Paralegal,N
L200,A101,Conference with {NAME_PLACEHOLDER} re strategy re motion practice,Partner,N
L110,A113,Organize correspondence archive regarding expert strategy,Paralegal,N
L110,A107,Draft responses to RFPs and RFAs regarding expert strategy,Associate,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re case budget,Associate,N
L230,A102,Meet and confer with opposing counsel with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft mediation brief re mediation planning,Associate,N
L400,A112,Review trial exhibit list,Partner,N
L110,A106,Prepare witness availability chart regarding expert strategy,Paralegal,N
L200,A107,Mentor Associate on brief structure re case budget,Partner,N
L200,A101,Assess risk and exposure estimates,Partner,N
L400,A109,Prepare and serve subpoenas re trial preparation,Paralegal,N
L240,A107,Draft statement of undisputed facts re mediation planning,Associate,N
L300,A105,Legal research on dispositive issues re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L400,A112,Review trial exhibit list re settlement framework,Partner,N
L300,A106,Prepare trial notebook sections re discovery issues,Paralegal,N
L200,A107,High-level review of draft motion re scheduling and deadlines,Partner,N
L300,A110,Assemble exhibit binders re deposition logistics,Paralegal,N
L100,A103,Arrange courier for courtesy copies re settlement framework,Paralegal,N
L300,A113,Organize correspondence archive re discovery issues,Paralegal,N
L520,A113,Manage document vendor instructions re settlement framework,Paralegal,N
L330,A103,Coordinate court reporter and videographer re settlement framework,Paralegal,N
L400,A107,Draft initial disclosures re trial preparation,Associate,N
L110,A111,Evaluate settlement options regarding expert strategy,Partner,N
L200,A105,Research expert admissibility (Daubert) re deposition logistics; Draft notice of removal; Revise discovery responses re discovery issues; Prepare jury instructions research re compliance with local rules; Draft motion for summary judgment (follow-up),Associate,Y
L300,A110,Assess risk and exposure estimates re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L240,A110,Evaluate removal/remand options re mediation planning,Partner,N
L320,A107,Draft subpoena to third party re compliance with local rules,Associate,N
L400,A107,Draft protective order re trial preparation,Associate,N
L200,A101,Conference with {NAME_PLACEHOLDER} re strategy re motion practice,Partner,N
L300,A109,Track discovery deficiencies re discovery issues,Paralegal,N
L400,A107,Draft initial disclosures re trial preparation,Associate,N
L500,A107,Evaluate appeal issues re mediation planning,Partner,N
L210,A108,Outline oral argument themes,Partner,N
L200,A101,Conference with {NAME_PLACEHOLDER} re strategy; Review discovery plan and priorities; Outline oral argument themes re discovery issues; Review case budget and resourcing re mediation planning; Attend hearing and argue motion re deposition logistics,Partner,Y
L300,A106,Prepare proof of service re discovery issues,Paralegal,N
L400,A111,Prepare hearing binder and exhibits re compliance with local rules,Associate,N
L300,A110,Coordinate hearing logistics re deposition logistics,Paralegal,N
L220,A101,Prepare for settlement conference re scheduling and deadlines,Partner,N
L110,A107,Revise privilege log entries regarding expert strategy,Associate,N
L300,A111,Coordinate hearing logistics re discovery issues,Paralegal,N
L300,A110,Approve deposition strategy re mediation planning with {NAME_PLACEHOLDER},Partner,N
L300,A105,Legal research on dispositive issues re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L410,A107,Draft joint case management statement re settlement framework,Associate,N
L400,A111,Prepare exhibit list cross-references re compliance with local rules,Associate,N
L200,A112,Review opposing expert report re settlement framework,Associate,N
L300,A110,Prepare deposition cross outline re mediation planning with {NAME_PLACEHOLDER},Associate,N
L400,A105,Assess risk and exposure estimates re trial preparation,Partner,N
L310,A105,Prepare jury instructions research re scheduling and deadlines,Associate,N
L400,A109,Prepare trial notebook sections re trial preparation,Paralegal,N
L200,A107,High-level review of draft motion re mediation planning,Partner,N
L300,A112,Review discovery plan and priorities re compliance with local rules,Partner,N
L200,A112,Review and analyze case law updates re motion practice,Associate,N
L120,A109,Evaluate removal/remand options,Partner,N
L300,A101,Conference with {NAME_PLACEHOLDER} re strategy re discovery issues,Partner,N
L200,A101,Review and analyze case law updates; Draft letter to {NAME_PLACEHOLDER} re settlement positions re deposition logistics; Draft reply brief,Associate,Y
L230,A101,Maintain case chronology re scheduling and deadlines,Paralegal,N
L240,A105,Research sanctions standards re mediation planning,Associate,N
L320,A113,Prepare and serve subpoenas re mediation planning,Paralegal,N
L240,A104,Prepare proof of service re mediation planning,Paralegal,N
L110,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions re compliance with local rules,Associate,N
L300,A110,Manage document vendor instructions re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L110,A110,Assess risk and exposure estimates regarding expert strategy,Partner,N
L400,A107,Prepare trial notebook sections re settlement framework,Paralegal,N
L240,A109,Update privilege log spreadsheet re settlement framework,Paralegal,N
L300,A105,Legal research on dispositive issues re deposition logistics,Associate,N
L200,A107,Draft motion to dismiss regarding expert strategy,Associate,N
L400,A101,Draft responses to RFPs and RFAs regarding expert strategy; Draft initial disclosures re trial preparation; Draft letter to {NAME_PLACEHOLDER} re settlement positions; Research sanctions standards regarding expert strategy,Associate,Y
L120,A107,Draft notice of removal re compliance with local rules,Associate,N
L300,A110,Prepare deposition cross outline,Associate,N
L200,A111,E-file motion and manage service re settlement framework,Paralegal,N
L300,A110,Prepare deposition cross outline re discovery issues,Associate,N
L240,A102,Meet and confer with opposing counsel re mediation planning,Associate,N
L200,A110,Review and summarize deposition transcript re motion practice with {NAME_PLACEHOLDER},Associate,N
L200,A102,Meet and confer with opposing counsel re motion practice,Associate,N
L110,A112,Review expert retention strategy re settlement framework,Partner,N
L200,A113,Organize correspondence archive re motion practice,Paralegal,N
L500,A105,Legal research on dispositive issues,Associate,N
L300,A110,Approve deposition strategy re trial preparation with {NAME_PLACEHOLDER},Partner,N
L240,A105,Evaluate settlement options re mediation planning,Partner,N
L140,A106,Maintain case chronology re case budget,Paralegal,N
L200,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re motion practice,Associate,N
L200,A101,Conference with {NAME_PLACEHOLDER} re strategy re motion practice,Partner,N
L200,A111,Attend hearing and argue motion re case budget,Partner,N
L110,A110,Update privilege log spreadsheet regarding expert strategy,Paralegal,N
L300,A107,Draft statement of undisputed facts re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft subpoena to third party re motion practice,Associate,N
L110,A101,Strategy conference re case posture re case budget,Partner,N
L140,A107,Draft subpoena to third party re case budget,Associate,N
L400,A113,Assemble exhibit binders re scheduling and deadlines,Paralegal,N
L300,A110,Organize correspondence archive re deposition logistics,Paralegal,N
L300,A105,Prepare jury instructions research re deposition logistics,Associate,N
L200,A107,Draft mediation brief re trial preparation,Associate,N
L400,A112,Analyze opposing counsel tactics re trial preparation,Partner,N
L400,A113,Organize correspondence archive re trial preparation,Paralegal,N
L200,A107,E-file motion and manage service re trial preparation,Paralegal,N
L510,A109,Update privilege log spreadsheet re scheduling and deadlines,Paralegal,N
L410,A111,Compile record citations re scheduling and deadlines,Paralegal,N
L200,A106,Mentor Associate on brief structure re scheduling and deadlines,Partner,N
L200,A107,Draft motion for summary judgment regarding expert strategy,Associate,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER} re deposition logistics,Paralegal,N
L200,A111,Prepare hearing binder and exhibits re motion practice,Associate,N
L300,A110,Prepare deposition cross outline re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L300,A110,Prepare interrogatories and RFPs re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L140,A102,Meet and confer with opposing counsel re compliance with local rules with {NAME_PLACEHOLDER},Associate,N
L300,A105,Assess risk and exposure estimates re discovery issues,Partner,N
L300,A104,Prepare interrogatories and RFPs re discovery issues,Associate,N
L300,A107,Draft notice of deposition re compliance with local rules to {NAME_PLACEHOLDER},Paralegal,N
L200,A103,Approve final brief for filing re motion practice,Partner,N
L300,A107,Draft notice of deposition re trial preparation to {NAME_PLACEHOLDER},Paralegal,N
L400,A105,Legal research on dispositive issues re trial preparation,Associate,N
L400,A111,Prepare exhibit list cross-references,Associate,N
L320,A105,Research sanctions standards,Associate,N
L110,A101,Strategy conference re case posture re case budget with {NAME_PLACEHOLDER},Partner,N
L300,A113,Organize correspondence archive re scheduling and deadlines,Paralegal,N
L200,A107,Draft motion for summary judgment re compliance with local rules,Associate,N
L110,A102,Meet and confer with opposing counsel regarding expert strategy with {NAME_PLACEHOLDER},Associate,N
L200,A111,Prepare interrogatories and RFPs re motion practice,Associate,N
L300,A107,Draft initial disclosures re deposition logistics,Associate,N
L200,A107,High-level review of draft motion re scheduling and deadlines,Partner,N
L240,A109,Update privilege log spreadsheet re settlement framework,Paralegal,N
L510,A102,Compile record citations,Paralegal,N
L300,A107,Draft protective order re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L200,A105,Evaluate removal/remand options re motion practice,Partner,N
